Id,Prediction
1,1.22715873304e-08
2,7.12286841776e-07
3,1.88547633012e-09
4,0.000808058366384
5,5.90092669877e-06
6,0.00740318738947
7,3.11609308797e-06
8,2.56047343525e-05
9,3.50483237576e-08
10,2.36266133197e-09
11,3.99258508995e-07
12,5.27549573868e-06
13,1.26204340648e-11
14,4.39528618719e-07
15,8.48196937429e-05
16,1.34455323608e-07
17,1.41221983418e-08
18,3.50685238957e-06
19,1.99144968965e-10
20,0.00113151504117
21,1.88504245058e-09
22,4.04379517254e-09
23,0.0
24,2.06602874017e-07
25,1.02956622343e-07
26,1.0544227755e-05
27,9.00158692405e-11
28,0.000404255689999
29,2.31958277155e-06
30,1.58747381521e-05
31,2.3718792714e-09
32,1.82352956863e-10
33,7.07925590507e-08
34,0.09411557877
35,7.86116257587e-09
36,1.22664584969e-07
37,0.0
38,1.64655086481e-06
39,3.78386508116e-09
40,5.62084717861e-07
41,8.66397426168e-07
42,1.67461967363e-05
43,2.59773564735e-08
44,0.0
45,1.1479426917e-07
46,5.96354834887e-08
47,0.0
48,4.52906647681e-09
49,0.000352438729903
50,2.25439881714e-05
51,1.75867010077e-06
52,2.34181829259e-06
53,1.06582935412e-06
54,1.49238328066e-06
55,4.16334466305e-10
56,6.45815487701e-06
57,1.65011107116e-08
58,6.88168349101e-08
59,1.66995540623e-06
60,3.38949093466e-06
61,2.12956505639e-05
62,1.19444172591e-10
63,4.98688971515e-06
64,1.74397787472e-08
65,3.11169730744e-10
66,2.74236425752e-08
67,1.60154435947e-06
68,1.95998284975e-11
69,7.82686645697e-07
70,2.24397849533e-09
71,6.69302258265e-11
72,0.000688638163024
73,2.12353415503e-11
74,5.2603238644e-07
75,1.13919605559e-05
76,1.38402179797e-06
77,1.21100164678e-06
78,0.0042600536205
79,0.000323177240174
80,1.03876272962e-05
81,1.19362937499e-07
82,3.99967080289e-06
83,1.20551603649e-08
84,1.91292292327e-10
85,3.59370926338e-10
86,1.13022533818e-09
87,2.35792151454e-08
88,0.00579435155628
89,0.00236232555963
90,1.34191228012e-08
91,1.54975327584e-08
92,5.62074145634e-11
93,1.97076773194e-10
94,0.000244300159571
95,1.93706314395e-06
96,6.77259429229e-09
97,0.000412051765255
98,1.83629356755e-10
99,3.02485657895e-11
100,1.60977650969e-11
101,0.0
102,0.0
103,2.00890651257e-05
104,0.0
105,4.54801246002e-05
106,8.9054096968e-05
107,0.0
108,7.29311205445e-07
109,5.25773318973e-10
110,2.01899678925e-10
111,2.37341280352e-09
112,1.12472267171e-07
113,6.27388919749e-09
114,2.38559186368e-08
115,3.50725784603e-06
116,0.0
117,6.17506168841e-05
118,1.79928210594e-08
119,2.84326209062e-12
120,0.0
121,1.71057904756e-05
122,8.0475408428e-08
123,0.00206950376081
124,0.00183543754294
125,0.0013280662807
126,3.02452694111e-09
127,2.41484730605e-07
128,1.2688536842e-07
129,5.36853771265e-09
130,7.22958485464e-08
131,0.0
132,1.28650144634e-05
133,2.78787903612e-08
134,3.64769445608e-09
135,1.55886538157e-10
136,0.000206638669143
137,4.35748566171e-11
138,0.000446471768224
139,1.07372128001e-05
140,8.8819260397e-09
141,3.93830597734e-08
142,1.76283323509e-08
143,0.0
144,1.68609411107e-06
145,1.69808458686e-09
146,3.21921070888e-05
147,1.02281114105e-10
148,0.000113509201607
149,7.14252638939e-08
150,7.30018785096e-10
151,1.41207434451e-09
152,1.62685859347e-05
153,5.06229870534e-06
154,0.0169034063229
155,0.0
156,9.22825657154e-09
157,1.75338374098e-06
158,1.34072106471e-11
159,0.0
160,9.83443467347e-07
161,2.08940288173e-07
162,4.52255709164e-05
163,7.67660289852e-08
164,8.74425792013e-09
165,1.09967067456e-11
166,1.95878419765e-05
167,6.21942931812e-08
168,0.000597181478958
169,6.0854002537e-06
170,0.0
171,6.47535131562e-07
172,0.000496420579825
173,3.88923519028e-06
174,8.4690409005e-07
175,0.000164501924484
176,2.15011331579e-08
177,4.37755427041e-06
178,2.31409182237e-05
179,4.17071440035e-09
180,4.09215300299e-08
181,2.08374374816e-06
182,5.65948170853e-08
183,2.04232006649e-08
184,0.00103968791481
185,0.000193252913936
186,0.000552198604972
187,0.0
188,1.64846214916e-07
189,1.16456496498e-07
190,3.73040942999e-08
191,1.62024380049e-05
192,0.0
193,4.70187584743e-08
194,3.6772781924e-08
195,0.0
196,0.0
197,1.10443323064e-08
198,0.000611941789131
199,0.0
200,7.93820668696e-08
201,0.00144388083189
202,3.65040715134e-08
203,4.98000262081e-06
204,1.93458258746e-07
205,5.21069336543e-09
206,3.36834446766e-05
207,2.18087086628e-07
208,7.77814690179e-08
209,6.30443623157e-07
210,0.000765075758267
211,0.0
212,2.34402281681e-08
213,8.0247076748e-08
214,1.21160144748e-08
215,1.9707849012e-05
216,0.000152739452031
217,4.02463776568e-09
218,0.000307634662609
219,0.000135056942427
220,8.14147170524e-12
221,3.55281024453e-05
222,2.40116296739e-07
223,0.000143856288226
224,2.92389373735e-05
225,0.00087515095038
226,3.40004111616e-06
227,0.000553227712159
228,0.000132693409285
229,2.06887463098e-09
230,1.12527706202e-08
231,7.27167532039e-05
232,7.41177267149e-05
233,1.00235003612e-10
234,2.22366053987e-05
235,8.47392185461e-08
236,7.49559168284e-11
237,9.85118464973e-12
238,0.000280333335619
239,8.53292652664e-06
240,5.48007676316e-10
241,1.94627356696e-09
242,1.67162907309e-07
243,2.70054078614e-05
244,1.32539010234e-07
245,0.000776883214357
246,6.2372331715e-07
247,0.000404674580702
248,0.00181773974998
249,1.50301518116e-11
250,0.0
251,3.13278320179e-07
252,0.00102703729921
