Id,Prediction
1,0.0
2,5.85757204332e-07
3,0.0
4,0.000692153008831
5,0.0
6,0.00609043821561
7,1.08057514924e-06
8,2.46699931606e-05
9,4.03667382735e-11
10,0.0
11,3.08906848484e-07
12,5.23135670582e-06
13,0.0
14,4.27571007448e-07
15,8.12338886121e-05
16,0.0
17,7.61108754769e-09
18,0.0
19,5.26235703855e-15
20,0.00107547914651
21,0.0
22,0.0
23,0.0
24,2.01128223623e-07
25,0.0
26,1.03050280219e-05
27,0.0
28,0.000382126527086
29,7.41764328901e-07
30,1.15347790053e-05
31,0.0
32,0.0
33,6.277753619e-08
34,0.0919081716751
35,0.0
36,1.21884389281e-07
37,0.0
38,0.0
39,0.0
40,0.0
41,2.00036387389e-07
42,1.63031373317e-05
43,0.0
44,0.0
45,1.10960323813e-07
46,5.46908389311e-08
47,0.0
48,4.34357015936e-09
49,0.00032344832966
50,2.09328833861e-05
51,1.44756283098e-06
52,1.81818364424e-06
53,8.21213589442e-07
54,1.25728897595e-06
55,0.0
56,6.16024081648e-06
57,1.29777149417e-08
58,0.0
59,1.18892949322e-06
60,2.17497727779e-06
61,2.03516706212e-05
62,0.0
63,4.50844847561e-06
64,0.0
65,0.0
66,5.38534966461e-09
67,1.27159113388e-06
68,0.0
69,4.09509988227e-07
70,3.22842000529e-11
71,0.0
72,0.000668449197861
73,0.0
74,2.67149632302e-07
75,6.16915936987e-06
76,6.83759699205e-07
77,7.29810812828e-07
78,0.00410823745557
79,0.000318187449062
80,9.83395687559e-06
81,1.11129404101e-07
82,3.65964546683e-06
83,8.80864336697e-09
84,0.0
85,0.0
86,0.0
87,0.0
88,0.005533071224
89,0.00226854275278
90,0.0
91,0.0
92,0.0
93,0.0
94,0.000196965703596
95,1.35295877386e-06
96,0.0
97,0.000393801077438
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,1.39021100601e-05
104,0.0
105,4.50540677368e-05
106,7.9054816093e-05
107,0.0
108,7.11600693164e-07
109,0.0
110,0.0
111,0.0
112,1.08580635478e-07
113,1.90526321004e-10
114,0.0
115,2.02184961071e-06
116,0.0
117,4.2480846379e-05
118,0.0
119,0.0
120,0.0
121,1.79277061203e-06
122,6.95343130463e-08
123,0.00177635335867
124,0.00175633019886
125,0.00119428620993
126,0.0
127,2.35126461468e-07
128,0.0
129,0.0
130,5.96499077829e-08
131,0.0
132,1.26747531592e-05
133,2.51423976245e-08
134,0.0
135,0.0
136,0.000203150721154
137,0.0
138,0.00044647170727
139,1.01206589732e-05
140,0.0
141,0.0
142,4.33506880877e-09
143,0.0
144,0.0
145,1.55148018399e-09
146,3.05555725692e-05
147,0.0
148,7.92678779788e-05
149,6.69995394936e-08
150,1.32946663639e-10
151,0.0
152,1.6121625898e-05
153,4.76831610034e-06
154,0.0147418087126
155,0.0
156,6.46283573123e-09
157,1.46496939541e-06
158,0.0
159,0.0
160,0.0
161,2.08940288173e-07
162,3.58097893649e-05
163,0.0
164,0.0
165,0.0
166,1.58300026871e-06
167,0.0
168,0.000595156600464
169,3.90321615463e-06
170,0.0
171,5.81056102892e-07
172,0.000465059673968
173,3.65863314088e-06
174,7.71755594314e-07
175,0.000132435700563
176,0.0
177,4.3722708065e-06
178,2.27892586182e-05
179,0.0
180,1.09962349112e-08
181,0.0
182,4.73776303761e-08
183,1.84304904007e-08
184,0.00102895576451
185,0.000151252573886
186,0.00034075308932
187,0.0
188,0.0
189,9.10828841407e-08
190,1.30856481845e-08
191,1.48092013905e-05
192,0.0
193,3.24213741339e-08
194,2.336400764e-08
195,0.0
196,0.0
197,1.08649379857e-08
198,0.00056323150324
199,0.0
200,5.36365903241e-08
201,0.00101332651521
202,2.90718001205e-08
203,0.0
204,1.35953176991e-07
205,0.0
206,3.35592536386e-05
207,2.07938645392e-07
208,7.41959570077e-08
209,0.0
210,0.000740224008041
211,0.0
212,0.0
213,0.0
214,3.98487411918e-09
215,1.89068639509e-05
216,0.000152236688845
217,0.0
218,0.00018005262161
219,0.000135056942427
220,0.0
221,2.64667328169e-05
222,2.085305737e-07
223,0.000138244983524
224,1.26492712292e-05
225,0.000653027849207
226,9.64474386191e-07
227,0.000445111621417
228,0.000120648327472
229,1.14167178083e-10
230,0.0
231,7.0154584376e-05
232,0.0
233,0.0
234,1.78376853175e-05
235,2.26701111608e-10
236,0.0
237,0.0
238,0.000247394013016
239,0.0
240,0.0
241,0.0
242,0.0
243,2.3040534492e-05
244,0.0
245,0.000688780258743
246,6.08150893388e-07
247,0.00038935452331
248,0.00161341391255
249,0.0
250,0.0
251,2.57620865281e-07
252,0.000820584672569
253,0.0
254,0.0
255,2.54700128634e-08
256,0.00231481481481
257,0.0
258,0.0
259,0.0
260,0.0
261,3.7774033474e-06
262,0.00138071486609
263,8.71962558634e-08
264,1.50618432011e-05
265,2.74715421478e-07
266,9.70032572927e-10
267,0.00195457150826
268,3.62882598036e-09
269,1.45179672756e-07
270,0.0
271,1.68984652096e-06
272,2.29361604679e-08
273,2.12981035075e-07
274,0.0
275,9.60696463627e-05
276,6.09610682406e-07
277,4.88349914013e-06
278,0.0
279,1.28086466159e-09
280,0.0
281,9.74793604867e-14
282,6.46183135129e-08
283,0.0
284,0.0
285,3.71265310092e-08
286,0.00352376345144
287,0.000101488753533
288,0.0
289,4.83450614561e-07
290,0.0
291,0.0
292,0.0
293,6.64097249017e-07
294,0.0
295,0.0
296,3.4404751493e-07
297,0.0017079827626
298,0.0
299,0.0
300,4.49693570712e-05
301,0.0
302,0.0125857975273
303,0.0
304,4.75374571184e-08
305,0.0
306,0.0
307,6.71164932615e-08
308,0.00161030595813
309,1.43112465156e-07
310,1.28626877684e-12
311,0.00076429434447
312,0.0
313,8.99452365025e-07
314,1.51253568494e-07
315,0.000276998237259
316,2.22938561465e-14
317,0.0
318,0.00353661888272
319,0.0
320,8.41411279468e-07
321,0.0
