Id,Prediction
1,2.56823104854e-10
2,8.18833365744e-10
3,7.40000740001e-06
4,4.04295605929e-10
5,2.86138116878e-10
6,7.54588956563e-10
7,2.97963892962e-08
8,6.98617929186e-10
9,1.79396847119e-09
10,9.93190426888e-10
11,0.0
12,6.97665538104e-08
13,1.63742400615e-11
14,6.66875640973e-08
15,1.5311806883e-11
16,0.0
17,0.0
18,6.68529322701e-08
19,0.0
20,3.00562468435e-07
21,1.88807872881e-10
22,8.14175399751e-10
23,1.59137479657e-11
24,1.1181952391e-11
25,6.87014579464e-12
26,1.6893261895e-09
27,9.36441506593e-12
28,9.36052700769e-06
29,9.36441506593e-12
30,1.25985924192e-08
31,7.36506917204e-10
32,1.98308652972e-09
33,1.69783456876e-09
34,1.41282991927e-10
35,5.74390673811e-08
36,1.05655443848e-09
37,9.12640158884e-10
38,1.88141360537e-10
39,3.69320687676e-08
40,4.62069177763e-10
41,2.57266884818e-09
42,2.29247981817e-10
43,5.51088692799e-09
44,2.05501771552e-12
45,2.19407190834e-11
46,1.1573841905e-10
47,1.92516566635e-09
48,4.42092616348e-10
49,1.13899158827e-11
50,5.25101357583e-10
51,1.25108160558e-10
52,4.71127700278e-09
53,1.2938878891e-09
54,2.01521997978e-10
55,3.3742161477e-09
56,9.43690387417e-10
57,5.25031693108e-10
58,2.08440506577e-09
59,3.72100061132e-12
60,2.36989510408e-09
61,7.8256418904e-11
62,2.44947887729e-10
63,4.6620323186e-09
64,0.332611754472
65,1.35273064189e-07
66,3.46565558789e-10
67,3.17856683978e-08
68,1.47630714548e-10
69,0.0
70,0.0
71,9.56539385777e-09
72,2.48556587876e-09
73,1.66919200319e-10
74,1.26496596308e-09
75,6.09345137604e-10
76,1.60432205498e-09
77,1.26496596308e-09
78,1.23622956988e-07
79,2.86916745344e-07
80,1.150205132e-10
81,2.32890858391e-10
82,5.07806682177e-08
83,0.0
84,2.53922967112e-11
85,9.29475231302e-09
86,1.40604254621e-08
87,1.13552718207e-09
88,5.71354678004e-09
89,8.4654407797e-06
90,8.59574050304e-12
91,1.50388813389e-09
92,8.24911788332e-09
93,1.13302356416e-10
94,1.17999751779e-10
95,3.20228638381e-11
96,2.02802991955e-10
97,1.43470393522e-08
98,2.0477990356e-09
99,5.34429111588e-10
100,1.38796032441e-10
101,3.92056991416e-12
